SMILES,pIC50,pIC50-min,pIC50-max
CC(=O)N[C@@H]1Cc2cn(CCCC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)nn2,7.30,7.301029995663981,7.301029995663981
C[C@@H]1NC(=O)[C@H](CCCc2cn(nn2)-c2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2)NC(C)=O,<6.30,6.0,6.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)CCSCc3cc(F)cc(CSC[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)c3)cc1,5.18,5.183758700008217,5.183758700008217
C[C@@H]1NC(=O)[C@H](CCc2cn(CCCC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)nn2)NC(C)=O,5.18,5.183758700008217,5.183758700008217
NCCC[C@@H]1NC(=O)CCSCc2cccc(CSC[C@H](NC(=O)[C@@H]3CCCC3C(=O)[C@H](Cc3ccc(OCC4CCCCC4)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)c2,7.30,7.301029995663981,7.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@@H](CCCCNC(=O)c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)NC(C)=O)cc1,<6.30,6.0,6.301029995663981
C[C@@H]1NC(=O)[C@H](CCCc2cn(CCC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)nn2)NC(C)=O,5.18,5.183758700008217,5.183758700008217
CO[C@H](C)[C@@H]1NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2cccc(CN)c2)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc2cccc(CSCCNC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(OC)cc3)NC1=O)c2,7.30,7.301029995663981,7.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](NC(=O)[C@H](CCCCN)NC(=O)CCSCc3cccc(CSCCNC(=O)[C@]4(C)CCCN4C2=O)c3)C2CCCC2)cc1,4.45,4.449771646944906,4.449771646944906
COc1ccc(C[C@@H]2NC(=O)[C@H](CCCC(O)=O)NC(=O)[C@@H]3C[C@H](N)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc3ccc(CSCCNC(=O)[C@]4(C)CCCN4C2=O)cc3)cc1,4.45,4.449771646944906,4.449771646944906
COc1ccc(C[C@@H]2NC(=O)[C@H](NC(=O)[C@H](CCCC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3cccc(CN)c3)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc3cccc(CSCCNC(=O)[C@]4(C)CCCN4C2=O)c3)[C@@H](C)O)cc1,7.30,7.301029995663981,7.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)NCc3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)NC(C)=O)cc1,<6.30,6.0,6.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)NCCOc3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)NC(C)=O)cc1,7.30,7.301029995663981,7.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4cc(F)ccc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)CCCCCNC(=O)c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)cc1,<6.30,6.0,6.301029995663981
C[C@@H]1NC(=O)[C@H](CNC(=O)COc2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2)NC(C)=O,<6.30,6.0,6.301029995663981
C[C@@H]1NC(=O)[C@H](CCNC(=O)COc2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2)NC(C)=O,<6.30,6.0,6.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCc3cn(nn3)-c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)NC(C)=O)cc1,4.45,4.449771646944906,4.449771646944906
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@@H](CN)NC(=O)CCSCc1cccc(CSC[C@H](NC2=O)C(N)=O)c1,4.45,4.449771646944906,4.449771646944906
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@@H](CCN)NC(=O)CCSCc1cccc(CSC[C@H](NC2=O)C(N)=O)c1,6.26,6.259637310505756,6.259637310505756
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@@H](CCCN)NC(=O)CCSCc1cccc(CSC[C@H](NC2=O)C(N)=O)c1,<6.30,6.0,6.301029995663981
Cc1cc2CSCCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](Cc3c[nH]c4ccc(F)cc34)C(=O)N[C@@H](Cc3c[nH]c4ccc(F)cc34)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc3c[nH]cn3)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N3CCC[C@@]3(C)C(=O)N[C@@H](CSCc(c1)c2)C(N)=O,5.18,5.183758700008217,5.183758700008217
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cc(Cl)cc(CSC[C@H](NC2=O)C(N)=O)c1,7.30,7.301029995663981,7.301029995663981
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cc(O)cc(CSC[C@H](NC2=O)C(N)=O)c1,7.30,7.301029995663981,7.301029995663981
C[C@@]12CCCN1C(=O)[C@H](Cc1c[nH]c3ncccc13)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(CSC[C@H](NC2=O)C(N)=O)c1,7.30,7.301029995663981,7.301029995663981
C[C@H]1NC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(CSC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC1=O)C(C)(C)C(O)=O)C(N)=O)c2,7.30,7.301029995663981,7.301029995663981
COc1ccc(C[C@H]2NC(=O)[C@@H](Cc3c[nH]cn3)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](NC(=O)[C@@H](CCCCN)NC(=O)CCSCc3cccc(CSCCNC(=O)[C@@]4(C)CCCN4C2=O)c3)C(C)(C)C)cc1,7.30,7.301029995663981,7.301029995663981
CS[C@H]1C[C@@H]2N(C1)C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(CSC[C@H](NC2=O)C(N)=O)c1,7.30,7.301029995663981,7.301029995663981
C[C@@H]1NC(=O)[C@H](CCCNC(=O)COc2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2)NC(C)=O,6.26,6.259637310505756,6.259637310505756
CC(=O)N[C@H]1CCCCNC(=O)COc2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2,7.30,7.301029995663981,7.301029995663981
C[C@@H]1NC(=O)CCCC(=O)NCc2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2,7.30,7.301029995663981,7.301029995663981
NCCCC[C@@H]1NC(=O)CCSCc2cccc(CSC[C@H](NC(=O)[C@@H]3C[C@@H](CN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)Oc1ccccc1)C(N)=O)c2,7.30,7.301029995663981,7.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4cc(F)ccc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)CCc3cn(nn3)-c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)cc1,<6.30,6.0,6.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4cc(F)ccc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)CCCc3cn(nn3)-c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)cc1,7.30,7.301029995663981,7.301029995663981
C[C@@H]1NC(=O)CCCCC(=O)NCc2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)cc2,7.30,7.301029995663981,7.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCc3cn(nn3)-c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)NC(C)=O)cc1,7.30,7.301029995663981,7.301029995663981
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@@H](NC(=O)CCSCc1cccc(CSC[C@H](NC2=O)C(N)=O)c1)C1(O)CC1,6.26,6.259637310505756,6.259637310505756
CC(C)C[C@H]1NC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(CSC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC1=O)C(N)=O)c2,7.30,7.301029995663981,7.301029995663981
CC(C)(O)[C@@H]1NC(=O)CCSCc2cccc(CSC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)c2,7.30,7.301029995663981,7.301029995663981
CO[C@H](C)[C@@H]1NC(=O)CCSCc2cccc(CSC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)c2,<6.30,6.0,6.301029995663981
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCO)NC(=O)CCSCc1cccc(CSC[C@H](NC2=O)C(N)=O)c1,7.30,7.301029995663981,7.301029995663981
CO[C@@H](C)[C@@H]1NC(=O)CCSCc2cccc(CSC[C@H](NC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)CNC1=O)C(N)=O)c2,7.30,7.301029995663981,7.301029995663981
CC[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(CSC[C@H](NC2=O)C(N)=O)c1,7.30,7.301029995663981,7.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)CCCCNC(=O)c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)cc1,4.45,4.449771646944906,4.449771646944906
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@@H](Cc3cn(nn3)-c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)NC(C)=O)cc1,6.26,6.259637310505756,6.259637310505756
COc1ccc(C[C@@H]2NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]3C[C@H](N)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc3ccc(CSCCNC(=O)[C@]4(C)CCCN4C2=O)cc3)cc1,7.30,7.301029995663981,7.301029995663981
C[C@H]1NC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(CSCCNC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)N(C)C(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC1=O)C(C)(C)C(O)=O)c2,7.30,7.301029995663981,7.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3cccc(CN)c3)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc3cccc(CSCCNC(=O)[C@]4(C)CCCN4C2=O)c3)[C@@H](C)O)cc1,4.45,4.449771646944906,4.449771646944906
COc1ccc(C[C@@H]2NC(=O)[C@H](NC(=O)[C@H](CCCCC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3ccc(CN)cc3)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc3cccc(CSCCNC(=O)[C@]4(C)CCCN4C2=O)c3)[C@@H](C)O)cc1,7.30,7.301029995663981,7.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)CCSCc3cccc(CSCCNC(=O)[C@]4(C)CCCN4C2=O)c3)cc1Cl,7.30,7.301029995663981,7.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)CCSCc3cccc(CSCCNC(=O)[C@]4(C)CCCN4C2=O)c3)cc1C,7.30,7.301029995663981,7.301029995663981
COc1ccc(C[C@@H]2NC(=O)C(CCCCC(O)=O)NC(=O)[C@@H]3C[C@H](N)CN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCN=[N+]=[N-])NC(=O)CCSCc3cccc(CCSCNC(=O)[C@]4(C)CCCN4C2=O)c3)cc1,7.30,7.301029995663981,7.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)CCC3CCN(CC3)C(=O)c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)cc1,<6.30,6.0,6.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)Cc3cccc(CNC(=O)c4ccc(C[C@H](NC(=O)[C@]5(C)CCCN5C2=O)C(N)=O)cc4)c3)cc1,7.30,7.301029995663981,7.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)Cc3ccc(CNC(=O)c4ccc(C[C@H](NC(=O)[C@]5(C)CCCN5C2=O)C(N)=O)cc4)cc3)cc1,7.30,7.301029995663981,7.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](C)NC(=O)[C@@H](CCc3cn(nn3)-c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)NC(C)=O)cc1,7.30,7.301029995663981,7.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCCNC(=O)c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)NC(C)=O)cc1,7.30,7.301029995663981,7.301029995663981
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@@H](CCCCNC(=O)Cc3cccc(CNC(=O)C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)c3)NC(C)=O)cc1,6.26,6.259637310505756,6.259637310505756
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](C)NC(=O)[C@@H](CCCc3cn(nn3)-c3ccc(C[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(N)=O)cc3)NC(C)=O)cc1,4.45,4.449771646944906,4.449771646944906
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@@H](CCCCNC(=O)Cc3cccc(CNC(=O)CC[C@H](NC(=O)[C@]4(C)CCCN4C2=O)C(O)=O)c3)NC(C)=O)cc1,7.30,7.301029995663981,7.301029995663981
